name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Hyundai Santa Cruz 2.5L SEL,"
      
        Phantom Black 2024 Hyundai Santa Cruz SEL AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4Recent Arrival!Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Hyundai,Santa Cruz,2024,37100.0,16V PDI DOHC,4.0,Gasoline,1.0,8-Speed Automatic,2.5L SEL,Pickup Truck,4.0,Phantom Black,Gray,All-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Titan Gray 2024 Hyundai Tucson Hybrid N Line AWD 6-Speed Automatic I4 I4.37/36 City/Highway MPG Price includes: $2000 - Retail Bonus Cash. Exp. 06/03/2024,Hyundai,Tucson Hybrid,2024,36600.0,"ream 1.6L I-4 gasoline direct injection, DOHC, CVVD varia",4.0,Hybrid,10.0,Automatic,N Line,SUV,4.0,Titan Gray,Black w/Red Accents,All-wheel Drive
2024 Acura ZDX A-SPEC,,Acura,ZDX,2024,69850.0,c,0.0,Electric,0.0,Automatic,A-SPEC,SUV,4.0,,,All-wheel Drive
2024 Jeep Grand Cherokee 4xe 4x4,"It is my personal goal to make this process enjoyable, informative and stress-free. Falvey's ""You're Gonna Love It"" Always the Best Selection, Best Price and Best Experience!",Jeep,Grand Cherokee 4xe,2024,59116.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,3.0,Automatic,4x4,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive
2024 Jeep Compass Limited,"
      
        Silver Zynith Metallic Clearcoat 2024 Jeep Compass Limited 4WD 8-Speed Automatic 2.0L I4 DOHC CLEAN CARFAX, ONE OWNER, NEW PA STATE INSPECTION, FULLY RECONDITIONED, SUNROOF/MOONROOF, PANORAMIC SUNROOF, BACK UP CAMERA, 4WD, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Adaptive Cruise Control with Stop and Go, Air Conditioning, Alloy wheels, Automatic temperature control, Brake assist, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Front dual zone A/C, Heated front seats, Knee airbag, Leather steering wheel, Occupant sensing airbag, Overhead airbag, ParkView Rear Back-Up Camera, Power Front/Fixed Rear Full Sunroof, Premium Alpine Speaker System, Quick Order Package 29G Limited, Remote keyless entry, Security system, SiriusXM Radio Service, Sun and Sound Group. We make car buying easy, simple, and stress-free! Check us out online and see our full inventory of over 1000 Pre-Owned Vehicles! Call today to schedule a no-hassle test drive! 215-536-1009 Advertised Internet Prices are after $1,995 down payment and financing with dealership partnered leaders. 24/32 City/Highway MPG
      
    ",Jeep,Compass,2024,38481.0,16V GDI DOHC Turbo,4.0,Gasoline,,8-Speed Automatic,Limited,SUV,4.0,Silver Zynith,Sepia / Black,Four-wheel Drive
2024 Ford Escape ST-Line,"
      
        The Preston Autoplex is pleased to offer this 2024 Ford Escape in Agate Black Metallic.Recent Arrival!2024 Ford Escape ST-LineFWD 8-Speed Automatic 1.5L EcoBoost27/34 City/Highway MPGFounded in 1975, Preston has been providing a friendly, no-hassle car buying experience for more than 45 years. We have been family owned and operated from the start, and we take pride in being active in our communities. At our dealership you will find the most popular new models, as well as a comprehensive array of used cars, trucks, crossovers and SUVs. Our courteous, experienced and professional staff is waiting to assist you. Feel free to browse our inventory online, request more information, schedule a test drive or inquire about financing! Don t feel like coming out to the showroom? We are fully equipped to assist you virtually. Our Sales and Service Departments are located at 4313 Preston Rd Hurlock MD 21643, on the Eastern Shore of Maryland and a short drive from Delaware, Pennsylvania, and New Jersey. Weâll deliver to Annapolis, Salisbury, Easton, Denton, Milford, and beyond. Call us today at 410-673-7171 or visit us on the web at www.prestonmotor.com.
      
    ",Ford,Escape,2024,30798.0,12V PDI DOHC Turbo,3.0,Gasoline,8.0,Automatic,ST-Line,SUV,4.0,Agate Black Metallic,Red,Front-wheel Drive
2024 Jeep Wagoneer Series III,"
      
        Wagoneer Series III, 4WD, Bright White Clearcoat, Global Black w/Leather Trimmed Bucket Seats, 19 Speaker McIntosh Audio System, 3 Panel Sunroof, 3.92 Rear Axle Ratio, Adjustable Roof Rail Crossbars, Cargo Cover, Chrome Tow Hooks, Electronic Rear Limited Slip Differential, HD Trailer Tow Package, Heavy-Duty Engine Cooling, Locking In-Vehicle Safe, Luxury Front & Rear Floor Mats, Power Deployable Running Boards, Premium Group I, Removable Rear Tow Hook, Reversible Carpet/Vinyl Cargo Mat, Selec-Speed Control, Trailer Brake Control, Trailer Hitch Zoom, Wheels: 22 x 9.0 Premium 3 Aluminum. Bright White Clearcoat 2024 Jeep Wagoneer Series III 4WD 8-Speed Automatic 3.0L I6 Bud's is a family owned dealership that will deal with integrity and humilty, to be honest, and to have passionate experts ready to assist with your next automotive purchase! Contact us for details on factory incentives such as rebates, low APR alternatives and lease programs!
      
    ",Jeep,Wagoneer,2024,89595.0,24V GDI DOHC Twin Turbo,6.0,Gasoline,1.0,8-Speed Automatic,Series III,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Honda CR-V EX-L,"
      
        WHY BUY FROM US?Our dealership is one of the premier dealerships in the country. Our commitment to customer service is second to none. We offer one of the most comprehensive parts and service department in the automotive industry. Our primary concern is the satisfaction of our customers. Our online dealership was created to enhance the buying experience for each and every one of our internet customers.Check whether a vehicle is subject to open recalls for safety issues at safercar.gov
      
    The Luther Advantage provides an assortment of valuable savings, advantages and guarantees. Prices Clearly Marked, Top Trade-in Values, Free Carfax and Clean Title Guarantee on every Used Vehicle, Comprehensive Inspections and Extended Warranty on Used Vehicles. Ask your sales consultant today if your vehicle qualifies for the Luther Advantage!",Honda,CR-V,2024,37965.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,Automatic CVT,EX-L,SUV,4.0,Still Night Pearl,Black,All-wheel Drive
2023 Dodge Durango Pursuit,"2023 Dodge Durango AWD Pursuit DB Black Crystal Clearcoat 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVTThank you for visiting Don Franklin Auto Group. We know you have many choices while shopping for automotive products and services on the Internet. Our goal is to provide you with a complete 1-stop shopping site while you are visiting our virtual dealership. We will provide you with quick, expedient answers to any questions you may have.",Dodge,Durango,2023,47340.0,16V MPFI OHV,8.0,Gasoline,33.0,8-Speed Automatic,Pursuit,SUV,4.0,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Ford Transit-250 Base,"
      
        2024 Ford Transit-250 Medium Roof, Adrian Steel Shelving, Partition, Single Drop Down Rack, 3D Cargo Van, 3.5 V6, 10-Speed Automatic with Overdrive, Oxford White, Dark Palazzo Gray w/Vinyl Front Bucket Seats, 2 Additional Keys (4 Total), 4 Speakers, Exterior Parking Camera Rear, Front & Rear Vinyl Floor Covering, Load Area Protection Package, Order Code 101A, Passenger-Side B-Pillar Assist Handle, Power windows, Radio: AM/FM Stereo w/SYNC 3, Remote keyless entry, Short-Arm Manual-Folding Power Adjust Mirrors, Speed control, Telescoping steering wheel, Tow/Haul Mode w/Trailer Wiring Provisions.We're here to make your shopping experience as pleasant and hassle free as possible. Call us now to get more information @ 888-349-4989!
      
    We guarantee the best pricing on all our vehicles or we will pay you $500 if we can't beat your best price, just bring us your best deal in writing and we'll beat it! We want you to love your new vehicle so much that if you don't, we offer a 72 hour exchange program. We'll exchange it for another vehicle of your choice! Just keep the vehicle in the same condition as purchased and under 300 miles.",Ford,Transit-250,2024,61248.0,"6 port/direct injection, DOHC, variable valve control, re",6.0,Gasoline,0.0,Automatic,Base,Cargo Van,3.0,Oxford White,Gray,Rear-wheel Drive
2024 Jeep Wagoneer L Series II,"
      
        Check out this 2024! It offers the latest in technological innovation and style. The engine breathes better thanks to a turbocharger, improving both performance and economy. Jeep infused the interior with top shelf amenities, such as: leather upholstery, an automatic dimming rear-view mirror, and a split folding rear seat. Under the hood you'll find a 6 cylinder engine with more than 300 horsepower, and load leveling rear suspension maintains a comfortable ride. Four wheel drive allows you to go places you've only imagined. Our sales reps are knowledgeable and professional. We'd be happy to answer any questions that you may have. Stop in and take a test drive!
      
    ",Jeep,Wagoneer L,2024,78543.0,24V GDI DOHC Twin Turbo,6.0,Gasoline,16.0,8-Speed Automatic,Series II,SUV,4.0,Riverrock Green,Global Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Preferred,"
      
        At Walser, youll get an exceptional car-buying experience. Our streamlined process means youll work with one dedicated customer specialist to help you find the perfect vehicle. Upfront Pricing on every vehicle ensures youll get a great deal without any surprises or gimmicks. Buy with confidence because youre backed by our Worry-Free Return & Exchange Policy.The benefits dont stop there. We want you to be happy long after youve left our lot, so we include a complimentary WalserCare warranty with most new vehicles.Not only will you get a fast, easy, personalized experience, we also have ways to help you save. Our experienced finance team shops and compares rates from multiple lenders to get you the best deal. Whether youre leasing or financing, our special finance tools can find a great rate and payment to fit your budget.The best car-buying experience starts right here at Walser.
      
    ",Mazda,CX-90 PHEV,2024,50599.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,4.0,Automatic,Preferred,SUV,4.0,Rhodium White Premium,Greige,All-wheel Drive
2024 Jeep Compass Latitude,"24/32 City/Highway MPG2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC Baltic Gray Metallic Clearcoat4WD.We pride ourselves on offering a no-hassle car shopping experience, so that you will never feel pressured when visiting our family of dealerships.  We look forward to serving you!",Jeep,Compass,2024,32269.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive
2024 Jeep Compass Latitude,"24/32 City/Highway MPG2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHC Baltic Gray Metallic Clearcoat4WD.We pride ourselves on offering a no-hassle car shopping experience, so that you will never feel pressured when visiting our family of dealerships.  We look forward to serving you!",Jeep,Compass,2024,35999.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,8-Speed Automatic,Latitude,SUV,4.0,Metallic,Black,Four-wheel Drive
2024 RAM 3500 Laramie Mega Cab 4x4 6'4' Box,"Pearl White 2024 Ram 3500 Laramie 4WD Aisin 6-Speed Automatic 6.7L 6-Cylinder Diesel Turbocharged OHVPlease ask for Kevin White, the General Sales Manager if interested.",RAM,3500,2024,89040.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,5.0,Aisin 6-Speed Automatic,Laramie Mega Cab 4x4 6&#39;4&#39; Box,Pickup Truck,4.0,Pearl White,Black,Four-wheel Drive
2024 Cadillac XT5 Luxury,"Luxury Stellar Black Metallic 2.0L Turbocharged AWD 21/27 City/Highway MPG Price includes: $500 - Purchase Allowance. Exp. 07/01/2024 $500 - Purchase Allowance. Exp. 07/01/2024Gateway Automotive has a great selection of new  Chevrolet and Cadillac cars and trucks along with new Hyundai and Nissan cars and trucks all in one convenient spot, Contact us for the lowest internet price!",Cadillac,XT5,2024,47225.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,5.0,9-Speed Automatic,Luxury,SUV,4.0,Stellar Black Metallic,Jet Black,All-wheel Drive
2024 RAM 3500 Tradesman,"
      
        Bright White Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6 CLEAN AND SANITIZED.Live in Texas NO PROBLEM! We have no added taxes or fees for you Texans! We just want to save you money on your next new ride!Freedom Chrysler Dodge Jeep Ram FIAT Durant- Just a few minutes north of the Texas border in Southern Oklahoma is a family owned company that has been in the business for decades. Our experienced sales staff can point you in the right direction based on your individual vehicle needs. We also offer competitive financing, top tier service and a fully stocked inventory. We're defining how our customers buy and own vehicles and it's working.
      
    ",RAM,3500,2024,63223.0,24V DDI OHV Turbo Diesel,6.0,Diesel,13.0,Automatic,Tradesman,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive
2024 RAM 2500 Tradesman,"Since 1947, Shimkat Motor Company has been the premier retailer of new and used Chrysler, Dodge and Jeep vehicles for the Fort Dodge area. Our dedicated sales staff, knowledgeable finance associates, and expertly trained technicians are all here to make your experience fun, easy and hassle-free! Please print out this ad and mention you came from Cars.com to secure this Internet price!",RAM,2500,2024,58855.0,16V MPFI OHV,8.0,Gasoline,0.0,Automatic,Tradesman,Pickup Truck,4.0,Granite,Black,Four-wheel Drive
